_id,ltable_id,rtable_id,ltable_title,ltable_year,ltable_mpaa,ltable_runtime,ltable_genres,ltable_director,ltable_stars,ltable_gross,rtable_title,rtable_year,rtable_mpaa,rtable_runtime,rtable_genres,rtable_director,rtable_stars,rtable_gross,gold
5303132,3841,14520,The Hand That Rocks the Cradle,1992,R,110 min,"Drama, Thriller",Curtis Hanson,"Annabella Sciorra,Rebecca De Mornay,Matt McCoy,Ernie Hudson",$88.04M,The Mambo Kings,1992,R,-1,Drama,-1,-1,-1,0
5321013,565,14562,The Bourne Ultimatum,2007,PG-13,115 min,"Action, Mystery, Thriller",Paul Greengrass,"Matt Damon,Edgar Ramírez,Joan Allen,Julia Stiles",$227.47M,Eye of the Dolphin,2007,PG-13,-1,Drama,-1,-1,"$72,260",0
5331826,2161,14606,The Chaser,2008,Not Rated,125 min,"Action, Crime, Thriller",Hong-jin Na,"Yun-seok Kim,Jung-woo Ha,Yeong-hie Seo,Yoo-Jeong Kim",-1,God and Gays: Bridging the Gap,2008,Not Rated,-1,Documentary,-1,"Luane Beck,Darlene Bogle,Peggy Campolo,Kim Clark,Valerie Joi Fiddmont,Rev. Deborah Johnson,Jacob Reitan,Jason Stuart,Mary Lou Wallner,Mel White",-1,0
5374616,1092,14681,Best in Show,2000,PG-13,90 min,Comedy,Christopher Guest,"Fred Willard,Eugene Levy,Catherine O'Hara,Jennifer Coolidge",$18.62M,The Next Best Thing,2000,PG-13,-1,Drama,John Schlesinger,-1,"$24,355,762",0
5396242,4065,14765,Going Clear: Scientology & the Prison of Belief,2015,Not Rated,119 min,Documentary,Alex Gibney,"Paul Haggis,Jason Beghe,Spanky Taylor,David Miscavige",-1,The Inbetweeners 2,2015,Not Rated,92 minutes,Comedy,Damon Beesley,-1,"$58,000,000",0
5428169,3306,14850,The Girl Who Played with Fire,2009,R,129 min,"Crime, Drama, Mystery",Daniel Alfredson,"Noomi Rapace,Michael Nyqvist,Lena Endre,Peter Andersson",$9.08M,The Cell 2,2009,R,-1,-1,-1,-1,-1,0
5430573,3206,14855,Rust and Bone,2012,R,120 min,"Drama, Romance",Jacques Audiard,"Marion Cotillard,Matthias Schoenaerts,Armand Verdure,Céline Sallette",$2.06M,Celeste and Jesse Forever,2012,R,91 minutes,Romantic Comedy,Lee Toland Krieger,"Rashida Jones,Andy Samberg","$3,787,689",0
5430644,3752,14862,Cedar Rapids,2011,R,87 min,Comedy,Miguel Arteta,"Ed Helms,John C. Reilly,Anne Heche,Isiah Whitlock Jr.",$6.86M,Cedar Rapids,2011,R,87 minutes,Comedy,Miguel Arteta,Ed Helms,"$7,862,131",1
5435585,1267,14868,Harry Potter and the Order of the Phoenix,2007,PG-13,138 min,"Adventure, Family, Fantasy",David Yates,"Daniel Radcliffe,Emma Watson,Rupert Grint,Brendan Gleeson",$292.00M,The King of Kong,2007,PG-13,-1,Documentary,Seth Gordon,-1,"$790,985",0
5453313,2665,14923,The Hurricane,1999,R,146 min,"Biography, Drama, Sport",Norman Jewison,"Denzel Washington,Vicellous Shannon,Deborah Kara Unger,Liev Schreiber",$50.67M,The Base,1999,R,-1,Action,Mark L. Lester,-1,-1,0
5486199,1791,15014,The Man from Nowhere,2010,R,119 min,"Action, Crime, Thriller",Jeong-beom Lee,"Bin Won,Sae-ron Kim,Tae-hoon Kim,Hee-won Kim",$0.01M,The Extra Man,2010,R,108 minutes,Comedy,-1,-1,"$492,108",0
5496521,1726,15058,Harry Potter and the Half-Blood Prince,2009,PG,153 min,"Adventure, Family, Fantasy",David Yates,"Daniel Radcliffe,Emma Watson,Rupert Grint,Michael Gambon",$301.96M,Gnomes and Trolls,2009,PG,-1,-1,-1,-1,-1,0
5502050,2205,15097,The Experiment,2001,R,120 min,"Drama, Thriller",Oliver Hirschbiegel,"Moritz Bleibtreu,Christian Berkel,Oliver Stokowski,Wotan Wilke Möhring",$0.14M,The Caveman's Valentine,2001,R,105 minutes,Drama,Kasi Lemmons,Samuel L. Jackson,"$892,506",0
5502536,3754,15097,The Believer,2001,R,98 min,Drama,Henry Bean,"Ryan Gosling,Summer Phoenix,Peter Meadows,Garret Dillahunt",$0.41M,The Caveman's Valentine,2001,R,105 minutes,Drama,Kasi Lemmons,Samuel L. Jackson,"$892,506",0
5507375,3754,15107,The Believer,2001,R,98 min,Drama,Henry Bean,"Ryan Gosling,Summer Phoenix,Peter Meadows,Garret Dillahunt",$0.41M,The King is Alive,2001,R,-1,-1,-1,-1,-1,0
5521867,1945,15157,The Impossible,2012,PG-13,114 min,"Drama, Thriller",J.A. Bayona,"Naomi Watts,Ewan McGregor,Tom Holland,Oaklee Pendergast",$19.02M,One for the Money,2012,PG-13,106 minutes,Comedy,Julie Anne Robinson,Katherine Heigl,"$36,197,221",0
5541714,1509,15231,What We Do in the Shadows,2014,R,86 min,"Comedy, Horror",Jemaine Clement,"Taika Waititi,Jemaine Clement,Taika Waititi,Cori Gonzalez-Macuer,Jonny Brugh",$3.33M,In the Name of the King III,2014,R,85 minutes,Action,Uwe Boll,-1,-1,0
5592073,3234,15315,Fire in the Sky,1993,PG-13,109 min,"Biography, Drama, Fantasy",Robert Lieberman,"D.B. Sweeney,Robert Patrick,Craig Sheffer,Peter Berg",$20.10M,Fire in the Sky,1993,PG-13,-1,Drama,-1,-1,-1,1
5630256,1704,15406,The Jungle Book,1967,G,78 min,"Animation, Adventure, Family",Wolfgang Reitherman,"Phil Harris,Sebastian Cabot,Louis Prima,Bruce Reitherman",$141.84M,Barefoot in the Park,1967,G,-1,Romantic Comedy,-1,Robert Redford,-1,0
5651703,2293,15456,Ong-Bak: The Thai Warrior,2003,R,105 min,"Action, Crime, Thriller",Prachya Pinkaew,"Tony Jaa,Petchtai Wongkamlao,Pumwaree Yodkamol,Suchao Pongwilai",$4.56M,The Lawless Heart,2003,R,-1,-1,-1,-1,-1,0
5657662,946,15474,The Visitor,2007,PG-13,104 min,Drama,Tom McCarthy,"Richard Jenkins,Haaz Sleiman,Danai Gurira,Hiam Abbass",$9.42M,In the Land of Women,2007,PG-13,97 minutes,Comedy,-1,"Adam Brody,Kristen Stewart,Meg Ryan","$14,140,402",0
5673793,82,15486,Star Wars: The Force Awakens,2015,PG-13,136 min,"Action, Adventure, Fantasy",J.J. Abrams,"Daisy Ridley,John Boyega,Oscar Isaac,Domhnall Gleeson",$936.66M,In the Heart of the Sea,2015,PG-13,121 minutes,Adventure,Ron Howard,"Chris Hemsworth,Benjamin Walker,Cillian Murphy,Tom Holland","$90,420,758",0
5678163,2325,15493,Exotica,1994,R,103 min,Drama,Atom Egoyan,"Bruce Greenwood,Elias Koteas,Don McKellar,David Hemblen",$4.18M,Exotica,1994,R,-1,Drama,Atom Egoyan,-1,-1,1
5691925,2942,15505,Touching the Void,2003,R,106 min,"Documentary, Adventure, Drama",Kevin Macdonald,"Simon Yates,Joe Simpson,Brendan Mackey,Nicholas Aaron",$4.58M,The Heart of Me,2003,R,96 minutes,-1,Thaddeus O'Sullivan,"Helena Bonham Carter,Olivia Williams,Paul Bettany",-1,0
5694398,2779,15511,Curse of the Golden Flower,2006,R,114 min,"Action, Drama, Romance",Yimou Zhang,"Yun-Fat Chow,Li Gong,Jay Chou,Ye Liu",$6.57M,The Heart is Deceitful Above All Things,2006,R,-1,Drama,Asia Argento,-1,"$209,058",0
5695636,1498,15516,The Matrix Reloaded,2003,R,138 min,"Action, Sci-Fi",Lana Wachowski,"Lilly Wachowski,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Hugo Weaving",$281.49M,A Decade Under the Influence,2003,R,-1,Documentary,Richard LaGravenese,-1,-1,0
5696246,3219,15516,The Blind Swordsman: Zatoichi,2003,R,116 min,"Action, Comedy, Crime",Takeshi Kitano,"Takeshi Kitano,Tadanobu Asano,Yui Natsukawa,Michiyo Ohkusu",$0.85M,A Decade Under the Influence,2003,R,-1,Documentary,Richard LaGravenese,-1,-1,0
5712284,2305,15549,The Man from Earth,2007,Not Rated,87 min,"Drama, Fantasy, Sci-Fi",Richard Schenkman,"David Lee Smith,Tony Todd,John Billingsley,Ellen Crawford",-1,Finishing the Game,2007,Not Rated,-1,Comedy,Justin Lin,-1,"$53,201",0
5716919,3148,15567,Catfish,2010,PG-13,87 min,Documentary,Henry Joost,"Ariel Schulman,Yaniv Schulman,Ariel Schulman,Henry Joost,Angela Wesselman-Pierce",$3.23M,Catfish,2010,PG-13,94 minutes,Documentary,Ariel Schulman,-1,"$3,798,734",1
5761212,1509,15704,What We Do in the Shadows,2014,R,86 min,"Comedy, Horror",Jemaine Clement,"Taika Waititi,Jemaine Clement,Taika Waititi,Cori Gonzalez-Macuer,Jonny Brugh",$3.33M,In the Blood,2014,R,108 minutes,Action,John Stockwell,Gina Carano,"$51,279",0
5761871,3524,15704,The Skeleton Twins,2014,R,93 min,"Comedy, Drama, Romance",Craig Johnson,"Kristen Wiig,Bill Hader,Luke Wilson,Ty Burrell",$5.28M,In the Blood,2014,R,108 minutes,Action,John Stockwell,Gina Carano,"$51,279",0
5779959,3190,15744,The Woodsman,2004,R,87 min,Drama,Nicole Kassell,"Kevin Bacon,Kyra Sedgwick,Yasiin Bey,David Alan Grier",$0.04M,Head in the Clouds,2004,R,-1,Drama,-1,-1,"$3,356,253",0
5818677,3669,15879,Ip Man 2,2010,R,108 min,"Action, Biography, Drama",Wilson Yip,"Donnie Yen,Xiaoming Huang,Sammo Kam-Bo Hung,Lynn Hung",$0.21M,Paranormal Activity 2,2010,R,91 minutes,Horror,Tod Williams,"Katie Featherston,Micah Sloat","$177,512,032",0
5851867,2275,15962,Behind the Mask: The Rise of Leslie Vernon,2006,R,92 min,"Comedy, Horror, Thriller",Scott Glosserman,"Nathan Baesel,Angela Goethals,Zelda Rubinstein,Robert Englund",$0.07M,Death of a President,2006,R,-1,Drama,-1,-1,-1,0
5915061,4125,16106,The Bourne Legacy,2012,PG-13,135 min,"Action, Adventure, Mystery",Tony Gilroy,"Jeremy Renner,Rachel Weisz,Edward Norton,Scott Glenn",$113.20M,Age of the Dragons,2012,PG-13,-1,Adventure,Ryan Little,-1,-1,0
5944960,2139,16191,The Wind Rises,2013,PG-13,126 min,"Animation, Biography, Drama",Hayao Miyazaki,"Hideaki Anno,Hidetoshi Nishijima,Miori Takimoto,Masahiko Nishimura",$5.21M,Final: The Rapture,2013,PG-13,90 minutes,Thriller/Suspense,Timothy A. Chey,Jah Shams,-1,0
5946475,793,16192,Up in the Air,2009,R,109 min,"Drama, Romance",Jason Reitman,"George Clooney,Vera Farmiga,Anna Kendrick,Jason Bateman",$83.82M,The Final Storm,2009,R,-1,-1,-1,-1,-1,0
5953283,3894,16201,The Messenger: The Story of Joan of Arc,1999,R,148 min,"Adventure, Biography, Drama",Luc Besson,"Milla Jovovich,John Malkovich,Rab Affleck,Stéphane Algoud",$14.28M,The Castle,1999,R,-1,Comedy,-1,-1,-1,0
5975621,3515,16271,Breakfast on Pluto,2005,R,128 min,"Comedy, Drama",Neil Jordan,"Cillian Murphy,Morgan Jones,Eva Birthistle,Liam Neeson",$0.83M,On the Outs,2005,R,-1,Drama,-1,-1,"$237,816",0
5999127,2522,16333,The English Patient,1996,R,162 min,"Drama, Romance, War",Anthony Minghella,"Ralph Fiennes,Juliette Binoche,Willem Dafoe,Kristin Scott Thomas",$78.65M,The Last Supper,1996,R,-1,Comedy,-1,Cameron Diaz,"$1,048,612",0
6012828,331,16345,The Bourne Supremacy,2004,PG-13,108 min,"Action, Mystery, Thriller",Paul Greengrass,"Matt Damon,Franka Potente,Joan Allen,Brian Cox",$176.24M,Against the Ropes,2004,PG-13,111 minutes,Drama,Charles S. Dutton,"Meg Ryan,Omar Epps","$6,429,865",0
6033315,1960,16397,Quantum of Solace,2008,PG-13,106 min,"Action, Adventure, Thriller",Marc Forster,"Daniel Craig,Olga Kurylenko,Mathieu Amalric,Judi Dench",$168.37M,The Haunting of Molly Hartley,2008,PG-13,86 minutes,Thriller/Suspense,Mickey Liddell,-1,"$15,318,257",0
6053714,331,16444,The Bourne Supremacy,2004,PG-13,108 min,"Action, Mystery, Thriller",Paul Greengrass,"Matt Damon,Franka Potente,Joan Allen,Brian Cox",$176.24M,The Final Cut,2004,PG-13,95 minutes,Thriller/Suspense,-1,-1,"$3,618,825",0
6063574,3089,16474,The Salton Sea,2002,R,103 min,"Crime, Drama, Mystery",D.J. Caruso,"Val Kilmer,Vincent D'Onofrio,Adam Goldberg,Luis Guzmán",$0.76M,The Jimmy Show,2002,R,-1,-1,-1,Ethan Hawke,-1,0
6109497,2169,16575,The Cooler,2003,R,101 min,"Crime, Drama, Fantasy",Wayne Kramer,"William H. Macy,Maria Bello,Alec Baldwin,Shawn Hatosy",$8.24M,The Last Samurai,2003,R,154 minutes,Action,Edward Zwick,"Tom Cruise,Ken Watanabe,Koyuki Kato","$456,810,575",0
6127558,1054,16612,This Is the End,2013,R,107 min,"Comedy, Fantasy",Evan Goldberg,"Seth Rogen,James Franco,Jonah Hill,Seth Rogen,Jay Baruchel",$101.47M,A Haunting in Connecticut 2: The Ghosts of Georgia,2013,R,100 minutes,Horror,Tom Elkins,Abigail Spencer,-1,0
6138753,1841,16635,The Ides of March,2011,R,101 min,"Drama, Thriller",George Clooney,"Paul Giamatti,George Clooney,Philip Seymour Hoffman,Ryan Gosling",$40.96M,The Girl with the Dragon Tattoo,2011,R,160 minutes,Thriller/Suspense,David Fincher,"Daniel Craig,Rooney Mara","$239,373,970",0
6178317,2525,16769,The Notebook,2004,PG-13,123 min,"Drama, Romance",Nick Cassavetes,"Gena Rowlands,James Garner,Rachel McAdams,Ryan Gosling",$81.00M,The Last Place on Earth,2004,PG-13,-1,Drama,-1,-1,-1,0
6178637,3563,16769,The Chronicles of Riddick,2004,PG-13,119 min,"Action, Adventure, Sci-Fi",David Twohy,"Vin Diesel,Judi Dench,Colm Feore,Thandie Newton",$57.76M,The Last Place on Earth,2004,PG-13,-1,Drama,-1,-1,-1,0
6210999,2108,16852,The Way of the Gun,2000,R,119 min,"Action, Crime, Drama",Christopher McQuarrie,"Ryan Phillippe,Benicio Del Toro,Juliette Lewis,Taye Diggs",$6.06M,The Girl Next Door,2000,R,-1,Documentary,-1,-1,-1,0
6305836,3431,17132,Oliver & Company,1988,G,74 min,"Animation, Adventure, Comedy",George Scribner,"Joey Lawrence,Billy Joel,Cheech Marin,Richard Mulligan",$74.15M,Oliver & Company,1988,G,-1,Adventure,George Scribner,Bette Midler,-1,1
6320481,2500,17171,The World's Fastest Indian,2005,PG-13,127 min,"Biography, Drama, Sport",Roger Donaldson,"Anthony Hopkins,Diane Ladd,Iain Rea,Tessa Mitchell",$5.13M,The Last Mogul: Life and Times of Lew Wasserman,2005,PG-13,-1,Documentary,-1,-1,-1,0
6321757,885,17172,The Station Agent,2003,R,89 min,"Comedy, Drama",Tom McCarthy,"Peter Dinklage,Patricia Clarkson,Bobby Cannavale,Paul Benjamin",$5.74M,The Last Minute,2003,R,-1,-1,-1,-1,-1,0
6352458,3071,17271,The Kid Stays in the Picture,2002,R,93 min,"Documentary, Biography",Nanette Burstein,"Brett Morgen,Robert Evans,Eddie Albert,Peter Bart,Charlie Bluhdorn",$1.43M,The Kid Stays in the Picture,2002,R,-1,Documentary,-1,-1,"$1,699,809",1
6385551,2712,17368,Perfume: The Story of a Murderer,2006,R,147 min,"Crime, Drama, Fantasy",Tom Tykwer,"Ben Whishaw,Dustin Hoffman,Alan Rickman,Francesc Albiol",$2.22M,The Last Kiss,2006,R,104 minutes,Romantic Comedy,Tony Goldwyn,"Zach Braff,Jacinda Barrett",-1,0
6388478,1882,17372,The Piano Teacher,2001,R,131 min,Drama,Michael Haneke,"Isabelle Huppert,Annie Girardot,Benoît Magimel,Susanne Lothar",$1.90M,The Affair of the Necklace,2001,R,-1,Drama,Charles Shyer,-1,-1,0
6402625,1509,17386,What We Do in the Shadows,2014,R,86 min,"Comedy, Horror",Jemaine Clement,"Taika Waititi,Jemaine Clement,Taika Waititi,Cori Gonzalez-Macuer,Jonny Brugh",$3.33M,The Immigrant,2014,R,120 minutes,Drama,James Gray,"Marion Cotillard,Joaquin Phoenix,Jeremy Renner","$7,585,011",0
6405280,2914,17394,The Hobbit: The Battle of the Five Armies,2014,PG-13,144 min,"Adventure, Fantasy",Peter Jackson,"Ian McKellen,Martin Freeman,Richard Armitage,Cate Blanchett",$255.12M,The Imitation Game,2014,PG-13,113 minutes,Drama,Morten Tyldum,"Benedict Cumberbatch,Keira Knightley","$227,773,686",0
6423208,2097,17468,The Apostle,1997,PG-13,134 min,Drama,Robert Duvall,"Robert Duvall,Todd Allen,Paul Bagget,Lenore Banks",$20.73M,The Fifth Element,1997,PG-13,126 minutes,Action,Luc Besson,"Bruce Willis,Gary Oldman,Milla Jovovich","$263,898,761",0
6430459,1579,17485,The Commitments,1991,R,118 min,"Comedy, Drama, Music",Alan Parker,"Robert Arkins,Michael Aherne,Angeline Ball,Maria Doyle Kennedy",$14.92M,Kickboxer 2: The Road Back,1991,R,-1,Action,-1,-1,-1,0
6449176,1410,17570,Thor: The Dark World,2013,PG-13,112 min,"Action, Adventure, Sci-Fi",Alan Taylor,"Chris Hemsworth,Natalie Portman,Tom Hiddleston,Stellan Skarsgård",$206.36M,The Last Keepers,2013,PG-13,-1,Drama,Maggie Greenwald,-1,-1,0
6450454,1282,17572,The Road,2009,R,111 min,"Adventure, Drama",John Hillcoat,"Viggo Mortensen,Charlize Theron,Kodi Smit-McPhee,Robert Duvall",$0.06M,The Last International Playboy,2009,R,-1,Comedy,-1,-1,-1,0
6466541,3784,17588,The Paper,1994,R,112 min,"Comedy, Drama",Ron Howard,"Michael Keaton,Glenn Close,Robert Duvall,Marisa Tomei",$38.82M,"The Adventures of Priscilla, Queen of the Desert",1994,R,-1,Comedy,-1,-1,-1,0
6466678,4190,17588,Death and the Maiden,1994,R,103 min,"Drama, Mystery, Thriller",Roman Polanski,"Sigourney Weaver,Ben Kingsley,Stuart Wilson,Krystia Mova",$2.10M,"The Adventures of Priscilla, Queen of the Desert",1994,R,-1,Comedy,-1,-1,-1,0
6492213,3396,17619,The Barbarian Invasions,2003,R,99 min,"Comedy, Crime, Drama",Denys Arcand,"Rémy Girard,Dorothée Berryman,Stéphane Rousseau,Marie-Josée Croze",$3.43M,The Event,2003,R,-1,-1,-1,-1,-1,0
6494986,1391,17628,The Last Seduction,1994,R,110 min,"Crime, Drama, Romance",John Dahl,"Linda Fiorentino,Peter Berg,Bill Pullman,Michael Raysses",$6.14M,Even Cowgirls Get the Blues,1994,R,-1,Comedy,Gus Van Sant,-1,-1,0
6499637,46,17639,Harry Potter and the Prisoner of Azkaban,2004,PG,142 min,"Adventure, Family, Fantasy",Alfonso Cuarón,"Daniel Radcliffe,Emma Watson,Rupert Grint,Richard Griffiths",$249.36M,Harry Potter and the Prisoner of Azkaban,2004,PG,141 minutes,Adventure,Alfonso CuarÃ³n,"Daniel Radcliffe,Rupert Grint,Emma Watson","$796,688,549",1
6503054,946,17644,The Visitor,2007,PG-13,104 min,Drama,Tom McCarthy,"Richard Jenkins,Haaz Sleiman,Danai Gurira,Hiam Abbass",$9.42M,Harry Potter and the Order of the Phoenix,2007,PG-13,138 minutes,Adventure,David Yates,"Danial Radcliffe,Rupert Grint,Emma Watson,Ralph Fiennes","$942,943,935",0
6503245,1444,17644,Lars and the Real Girl,2007,PG-13,106 min,"Comedy, Drama, Romance",Craig Gillespie,"Ryan Gosling,Emily Mortimer,Paul Schneider,R.D. Reid",$5.97M,Harry Potter and the Order of the Phoenix,2007,PG-13,138 minutes,Adventure,David Yates,"Danial Radcliffe,Rupert Grint,Emma Watson,Ralph Fiennes","$942,943,935",0
6506026,3123,17656,Things to Do in Denver When You're Dead,1995,R,115 min,"Crime, Drama",Gary Fleder,"Andy Garcia,Christopher Walken,Christopher Lloyd,William Forsythe",$0.53M,Dead Presidents,1995,R,119 minutes,Drama,Albert Hughes,-1,-1,0
6571308,977,17800,The Grifters,1990,R,110 min,"Crime, Drama, Thriller",Stephen Frears,"Anjelica Huston,John Cusack,Annette Bening,Jan Munroe",$13.45M,The Adventures of Ford Fairlane,1990,R,102 minutes,Comedy,Renny Harlin,-1,-1,0
6593174,3442,17835,The Island,2005,PG-13,136 min,"Action, Adventure, Romance",Michael Bay,"Scarlett Johansson,Ewan McGregor,Djimon Hounsou,Steve Buscemi",$35.82M,Harry Potter and the Goblet of Fire,2005,PG-13,150 minutes,Adventure,Mike Newell,"Daniel Radcliffe,Rupert Grint,Emma Watson","$896,911,078",0
6612807,2250,17873,Searching for Sugar Man,2012,PG-13,86 min,"Documentary, Biography, Music",Malik Bendjelloul,"Rodriguez,Stephen 'Sugar' Segerman,Dennis Coffey,Mike Theodore",$3.97M,The Giant Mechanical Man,2012,PG-13,89 minutes,Romantic Comedy,Lee Kirk,"Jenna Fischer,Chris Messina",-1,0
6645878,1696,17970,The Basketball Diaries,1995,R,102 min,"Biography, Crime, Drama",Scott Kalvert,"Leonardo DiCaprio,Lorraine Bracco,Marilyn Sokol,James Madio",$2.42M,The Maddening,1995,R,-1,-1,-1,-1,-1,0
6664468,776,18007,The Wolf of Wall Street,2013,R,180 min,"Biography, Comedy, Crime",Martin Scorsese,"Leonardo DiCaprio,Jonah Hill,Margot Robbie,Matthew McConaughey",$116.90M,The Last Days on Mars,2013,R,98 minutes,Thriller/Suspense,Ruairi Robinson,-1,"$261,364",0
6665496,3921,18007,We're the Millers,2013,R,110 min,"Comedy, Crime",Rawson Marshall Thurber,"Jason Sudeikis,Jennifer Aniston,Emma Roberts,Ed Helms",$150.39M,The Last Days on Mars,2013,R,98 minutes,Thriller/Suspense,Ruairi Robinson,-1,"$261,364",0
6675408,2816,18035,Europa,1991,R,112 min,"Drama, Thriller",Lars von Trier,"Barbara Sukowa,Jean-Marc Barr,Udo Kier,Ernst-Hugo Järegård",$1.01M,Europa Europa,1991,R,-1,-1,-1,-1,-1,1
6710875,580,18145,Enemy of the State,1998,R,132 min,"Action, Crime, Mystery",Tony Scott,"Will Smith,Gene Hackman,Jon Voight,Lisa Bonet",$111.55M,The Ogre,1998,R,-1,-1,-1,-1,-1,0
6743517,2402,18256,The Trip,2010,Not Rated,112 min,"Comedy, Drama",Michael Winterbottom,"Steve Coogan,Rob Brydon,Rebecca Johnson,Elodie Harrod",$2.01M,"Harimaya Bridge, The",2010,Not Rated,-1,Drama,-1,-1,-1,0
6750820,175,18275,Before Midnight,2013,R,109 min,"Drama, Romance",Richard Linklater,"Ethan Hawke,Julie Delpy,Seamus Davey-Fitzpatrick,Ariane Labed",$8.11M,Dead Before Dawn 3D,2013,R,-1,Black Comedy,April Mullen,-1,-1,0
6754421,100,18292,The Social Network,2010,PG-13,120 min,"Biography, Drama",David Fincher,"Jesse Eisenberg,Andrew Garfield,Justin Timberlake,Rooney Mara",$96.96M,The Ghost Writer,2010,PG-13,129 minutes,Thriller/Suspense,Roman Polanski,"Ewan McGregor,Pierce Brosnan","$65,532,491",0
6754704,2549,18292,Batman: Under the Red Hood,2010,PG-13,75 min,"Animation, Action, Crime",Brandon Vietti,"Bruce Greenwood,Jensen Ackles,John DiMaggio,Neil Patrick Harris",-1,The Ghost Writer,2010,PG-13,129 minutes,Thriller/Suspense,Roman Polanski,"Ewan McGregor,Pierce Brosnan","$65,532,491",0
6755165,2972,18292,The Other Guys,2010,PG-13,107 min,"Action, Comedy, Crime",Adam McKay,"Will Ferrell,Mark Wahlberg,Derek Jeter,Eva Mendes",$119.22M,The Ghost Writer,2010,PG-13,129 minutes,Thriller/Suspense,Roman Polanski,"Ewan McGregor,Pierce Brosnan","$65,532,491",0
6790605,3753,18393,The Indian Runner,1991,R,127 min,Drama,Sean Penn,"David Morse,Viggo Mortensen,Valeria Golino,Patricia Arquette",$0.19M,The Last Boy Scout,1991,R,-1,Action,Tony Scott,Bruce Willis,-1,0
6800176,2691,18413,The Ghost and the Darkness,1996,R,110 min,"Adventure, Drama, Thriller",Stephen Hopkins,"Michael Douglas,Val Kilmer,Tom Wilkinson,John Kani",$38.62M,Adrenalin: Fear the Rush,1996,R,-1,-1,-1,-1,-1,0
6812541,2664,18455,The People Under the Stairs,1991,R,102 min,"Comedy, Horror, Mystery",Wes Craven,"Brandon Quintin Adams,Everett McGill,Wendy Robie,A.J. Langer",$24.20M,The Hard Way,1991,R,-1,Comedy,John Badham,"Michael J. Fox,James Woods","$65,525,330",0
6830134,2017,18539,The Queen,2006,PG-13,103 min,"Biography, Drama",Stephen Frears,"Helen Mirren,Michael Sheen,James Cromwell,Alex Jennings",$56.44M,Keeping Up with the Steins,2006,PG-13,-1,Comedy,-1,"Daryl Sabara,Jami Gertz,Daryl Hannah,Garry Marshall,Jeremy Piven","$4,414,753",0
6847657,848,18581,The Lives of Others,2006,R,137 min,"Drama, Thriller",Florian Henckel von Donnersmarck,"Ulrich Mühe,Martina Gedeck,Sebastian Koch,Ulrich Tukur",$11.29M,Off the Black,2006,R,-1,Drama,-1,-1,-1,0
6855238,2701,18605,The Guest,2014,R,100 min,"Mystery, Thriller",Adam Wingard,"Dan Stevens,Sheila Kelley,Maika Monroe,Joel David Moore",$0.32M,The Bag Man,2014,R,108 minutes,Thriller/Suspense,David Grovic,"John Cusack,Rebecca Da Costa","$137,271",0
6856349,899,18608,The Raid 2,2014,R,150 min,"Action, Crime, Thriller",Gareth Evans,"Iko Uwais,Yayan Ruhian,Arifin Putra,Oka Antara",$2.63M,The Machine,2014,R,91 minutes,Thriller/Suspense,Carodog W. James,"Toby Stephens,Caity Lotz",-1,0
6857847,1111,18609,The Life Aquatic with Steve Zissou,2004,R,119 min,"Adventure, Comedy, Drama",Wes Anderson,"Bill Murray,Owen Wilson,Anjelica Huston,Cate Blanchett",$24.01M,The Machinist,2004,R,-1,Thriller/Suspense,Brad Anderson,Christian Bale,"$8,655,397",0
6865313,626,18649,Captain America: The Winter Soldier,2014,PG-13,136 min,"Action, Adventure, Sci-Fi",Anthony Russo,"Joe Russo,Chris Evans,Samuel L. Jackson,Scarlett Johansson,Robert Redford",$259.77M,The Quiet Ones,2014,PG-13,98 minutes,Horror,John Pogue,-1,"$18,413,804",0
6942398,3071,18867,The Kid Stays in the Picture,2002,R,93 min,"Documentary, Biography",Nanette Burstein,"Brett Morgen,Robert Evans,Eddie Albert,Peter Bart,Charlie Bluhdorn",$1.43M,The Quiet American,2002,R,-1,Drama,Phillip Noyce,-1,"$26,348,203",0
6950643,3819,18897,Nothing to Lose,1997,R,98 min,"Action, Adventure, Comedy",Steve Oedekerk,"Martin Lawrence,Tim Robbins,John C. McGinley,Giancarlo Esposito",$44.46M,Addicted To Love,1997,R,-1,Romantic Comedy,Griffin Dunne,Meg Ryan,-1,0
6984767,1998,19028,The Lodger,1927,Not Rated,68 min,"Crime, Drama, Mystery",Alfred Hitchcock,"June Tripp,Ivor Novello,Marie Ault,Arthur Chesney",-1,The Jazz Singer,1927,Not Rated,88 minutes,-1,-1,-1,-1,0
7023549,1213,19111,The Red Violin,1998,R,130 min,"Drama, Music, Mystery",François Girard,"Carlo Cecchi,Jean-Luc Bideau,Christoph Koncz,Jason Flemyng",$9.47M,The Land Girls,1998,R,-1,-1,-1,-1,-1,0
7098769,3049,19291,The House of the Devil,2009,R,95 min,Horror,Ti West,"Jocelin Donahue,Tom Noonan,Mary Woronov,Greta Gerwig",$0.10M,Bad Lieutenant: Port of Call New Orleans,2009,R,122 minutes,Drama,Werner Herzog,-1,"$12,413,949",0
